Student_ID,Date,Time,Subject,Location,Device_ID,Latitude,Longitude,Attendance_Status,Actual_Label
STU0055,2026-04-17,15:02:00,ML,Room_ML,DEV_PROXY_7,30.500702106445896,78.00045473400455,Present,Proxy
STU0459,2026-04-05,09:01:00,ML,Room_ML,DEV_PROXY_17,30.50003079110804,77.99940994082141,Present,Proxy
STU0137,2026-04-16,10:02:00,Math,Room_Math,DEV_PROXY_6,30.499343255395843,77.99979730734637,Present,Proxy
STU0388,2026-04-27,12:02:00,History,Room_History,DEV_PROXY_10,30.498279624776664,78.00156636776252,Present,Proxy
STU0121,2026-04-12,09:01:00,ML,Room_ML,DEV_PROXY_11,30.501329236461544,77.99887068125408,Present,Proxy
STU0650,2026-04-23,09:00:00,DBMS,Room_DBMS,DEV_PROXY_7,30.5025121897901,78.00189085896159,Present,Proxy
STU0487,2026-04-28,14:01:00,Math,Room_Math,DEV_PROXY_1,30.498876569204292,77.99782618998653,Present,Proxy
STU0711,2026-04-01,15:01:00,History,Room_History,DEV_PROXY_5,30.49906823830316,78.00144526427242,Present,Proxy
STU1359,2026-04-10,11:00:00,Biology,Room_Biology,DEV_PROXY_12,30.498960911680147,78.0015947731505,Present,Proxy
STU1078,2026-04-15,09:02:00,Math,Room_Math,DEV_PROXY_8,30.500269934822068,78.00030159915885,Present,Proxy
STU1105,2026-04-09,12:00:00,Python,Room_Python,DEV_PROXY_2,30.49964927633694,78.00157894219288,Present,Proxy
STU0387,2026-04-29,14:00:00,Python,Room_Python,DEV_PROXY_13,30.501844200005397,78.0014465366206,Present,Proxy
STU0650,2026-04-06,15:02:00,Python,Room_Python,DEV_PROXY_11,30.501805531573915,77.99904249095555,Present,Proxy
STU1382,2026-04-14,14:02:00,Physics,Room_Physics,DEV_PROXY_15,30.50233533935155,78.00042962578546,Present,Proxy
STU0597,2026-04-20,15:00:00,English,Room_English,DEV_PROXY_1,30.49954771543891,77.99891210781797,Present,Proxy
STU0118,2026-04-02,10:00:00,Biology,Room_Biology,DEV_PROXY_16,30.49987229869356,77.99958458305566,Present,Proxy
STU1411,2026-04-25,14:02:00,ML,Room_ML,DEV_PROXY_17,30.49981814326436,78.0001906854093,Present,Proxy
STU1329,2026-04-22,10:02:00,Python,Room_Python,DEV_PROXY_19,30.501383740346665,77.99953231939632,Present,Proxy
STU1440,2026-04-15,09:02:00,CN,Room_CN,DEV_PROXY_12,30.5015356027887,77.99804228245056,Present,Proxy
STU0189,2026-04-27,14:02:00,Chemistry,Room_Chemistry,DEV_PROXY_5,30.499972679579322,78.00026039944888,Present,Proxy
STU1419,2026-04-04,14:02:00,English,Room_English,DEV_PROXY_5,30.49994999128302,77.99882010219243,Present,Proxy
STU0423,2026-04-11,10:01:00,Python,Room_Python,DEV_PROXY_2,30.50018490755382,77.99790085272721,Present,Proxy
STU1233,2026-04-16,15:02:00,Physics,Room_Physics,DEV_PROXY_3,30.50034406191296,78.00149560284748,Present,Proxy
STU0019,2026-04-26,12:01:00,Chemistry,Room_Chemistry,DEV_PROXY_3,30.499865330269813,78.00027684469842,Present,Proxy
STU0368,2026-04-10,11:00:00,Physics,Room_Physics,DEV_PROXY_8,30.49902839521925,78.00063416194128,Present,Proxy
STU0214,2026-04-24,10:00:00,Science,Room_Science,DEV_PROXY_4,30.5003058192849,77.99955596913384,Present,Proxy
STU1268,2026-04-08,15:02:00,History,Room_History,DEV_PROXY_12,30.49884752816828,77.99823225950101,Present,Proxy
STU1039,2026-04-24,09:01:00,DBMS,Room_DBMS,DEV_PROXY_11,30.500714650323886,77.99780784630931,Present,Proxy
STU0052,2026-04-20,15:00:00,English,Room_English,DEV_PROXY_15,30.49999623033535,77.99887972492095,Present,Proxy
STU0620,2026-04-05,11:00:00,History,Room_History,DEV_PROXY_8,30.498990712305417,77.99976426965759,Present,Proxy
STU0080,2026-04-23,11:00:00,English,Room_English,DEV_PROXY_5,30.499543687066765,78.00027199150105,Present,Proxy
STU0582,2026-04-28,09:00:00,ML,Room_ML,DEV_PROXY_18,30.501973560374964,78.00219275793782,Present,Proxy
STU0899,2026-04-26,15:01:00,CS,Room_CS,DEV_PROXY_8,30.4999293774512,77.99796254800937,Present,Proxy
STU1159,2026-04-12,15:00:00,Biology,Room_Biology,DEV_PROXY_5,30.49976737305781,77.9995326474062,Present,Proxy
STU1176,2026-04-26,09:01:00,English,Room_English,DEV_PROXY_7,30.49924825964675,78.00028021759543,Present,Proxy
STU1020,2026-04-02,15:00:00,CS,Room_CS,DEV_PROXY_3,30.499793364772234,78.00132285706195,Present,Proxy
STU1355,2026-04-02,09:01:00,Biology,Room_Biology,DEV_PROXY_20,30.50149930164789,78.0015751570662,Present,Proxy
STU1313,2026-04-08,12:02:00,Physics,Room_Physics,DEV_PROXY_10,30.501439811064206,78.00063921630364,Present,Proxy
STU0063,2026-04-14,09:01:00,Biology,Room_Biology,DEV_PROXY_18,30.500865725027275,78.00115424929025,Present,Proxy
STU0524,2026-04-07,10:02:00,Math,Room_Math,DEV_PROXY_15,30.50008438291146,78.00040700053194,Present,Proxy
STU1383,2026-04-03,10:01:00,History,Room_History,DEV_PROXY_2,30.499018127599125,77.9996861364609,Present,Proxy
STU0871,2026-04-22,12:00:00,Chemistry,Room_Chemistry,DEV_PROXY_12,30.500689282445542,77.99992778523708,Present,Proxy
STU1148,2026-04-30,12:00:00,CS,Room_CS,DEV_PROXY_4,30.500080956966364,78.00100370285655,Present,Proxy
STU0817,2026-04-05,11:02:00,Math,Room_Math,DEV_PROXY_9,30.501614612905886,77.99950204634588,Present,Proxy
STU0834,2026-04-13,10:01:00,ML,Room_ML,DEV_PROXY_6,30.499357343380435,78.00147351760108,Present,Proxy
STU0999,2026-04-24,15:01:00,ML,Room_ML,DEV_PROXY_7,30.498984805965225,77.99901217527255,Present,Proxy
STU1450,2026-04-09,10:02:00,Physics,Room_Physics,DEV_PROXY_5,30.50166638866321,77.99975428107274,Present,Proxy
STU1018,2026-04-23,14:01:00,CN,Room_CN,DEV_PROXY_13,30.502243984827704,77.99915736380828,Present,Proxy
STU0905,2026-04-21,11:01:00,Chemistry,Room_Chemistry,DEV_PROXY_12,30.500531140819348,78.00077289609048,Present,Proxy
STU0154,2026-04-17,10:02:00,Chemistry,Room_Chemistry,DEV_PROXY_11,30.500446324980842,77.9998044687645,Present,Proxy
STU0692,2026-04-08,15:02:00,CN,Room_CN,DEV_PROXY_17,30.499559270336384,78.00032456552219,Present,Proxy
STU1087,2026-04-08,09:01:00,Chemistry,Room_Chemistry,DEV_PROXY_1,30.49883008901276,77.99804703511366,Present,Proxy
STU1309,2026-04-21,14:02:00,CS,Room_CS,DEV_PROXY_9,30.501104436756165,78.00078486821066,Present,Proxy
STU0716,2026-04-29,10:01:00,Physics,Room_Physics,DEV_PROXY_5,30.498466541718432,77.99993720700729,Present,Proxy
STU0539,2026-04-06,12:01:00,Physics,Room_Physics,DEV_PROXY_10,30.49978257022346,78.00087667725948,Present,Proxy
STU0174,2026-04-19,11:00:00,Science,Room_Science,DEV_PROXY_9,30.501261715386686,78.00099521204652,Present,Proxy
STU0585,2026-04-02,10:01:00,Chemistry,Room_Chemistry,DEV_PROXY_17,30.500147338578635,78.00101451559637,Present,Proxy
STU0805,2026-04-09,12:01:00,History,Room_History,DEV_PROXY_4,30.50231473650661,78.00097806156941,Present,Proxy
STU1196,2026-04-25,14:00:00,ML,Room_ML,DEV_PROXY_16,30.50103877708786,77.9998752677186,Present,Proxy
STU0774,2026-04-17,09:02:00,Physics,Room_Physics,DEV_PROXY_13,30.500796492668673,78.00057169418349,Present,Proxy
STU0113,2026-04-25,14:00:00,CN,Room_CN,DEV_PROXY_17,30.501409813076684,78.00062533728287,Present,Proxy
STU1134,2026-04-20,09:00:00,Science,Room_Science,DEV_PROXY_2,30.499970147505145,77.99984723221209,Present,Proxy
STU1288,2026-04-14,09:01:00,Biology,Room_Biology,DEV_PROXY_18,30.500581770706365,78.00046052456761,Present,Proxy
STU1054,2026-04-20,12:01:00,Python,Room_Python,DEV_PROXY_16,30.50145565003186,77.99909889499357,Present,Proxy
STU1399,2026-04-26,09:02:00,History,Room_History,DEV_PROXY_12,30.498646193449282,78.00035222853845,Present,Proxy
STU0072,2026-04-13,15:01:00,English,Room_English,DEV_PROXY_20,30.50094055218162,78.00139740984065,Present,Proxy
STU1327,2026-04-13,12:00:00,Chemistry,Room_Chemistry,DEV_PROXY_15,30.499962050005344,78.00039024850285,Present,Proxy
STU0370,2026-04-07,15:02:00,ML,Room_ML,DEV_PROXY_15,30.498875970643986,78.00031304085788,Present,Proxy
STU0422,2026-04-19,14:01:00,English,Room_English,DEV_PROXY_1,30.499035375982036,77.99937194770399,Present,Proxy
STU1449,2026-04-28,15:00:00,Science,Room_Science,DEV_PROXY_5,30.49963246885473,78.00050196226114,Present,Proxy
STU0361,2026-04-02,10:01:00,Biology,Room_Biology,DEV_PROXY_6,30.50003071591569,78.00098114650616,Present,Proxy
STU1249,2026-04-16,15:02:00,CS,Room_CS,DEV_PROXY_17,30.49990567481705,77.99885927184516,Present,Proxy
STU0398,2026-04-19,12:00:00,Math,Room_Math,DEV_PROXY_14,30.49944223493907,78.0000201061749,Present,Proxy
STU0214,2026-04-25,10:00:00,ML,Room_ML,DEV_PROXY_14,30.49931742361381,77.99787102047706,Present,Proxy
STU0775,2026-04-11,09:00:00,English,Room_English,DEV_PROXY_17,30.49988309597744,78.00090032982867,Present,Proxy
STU0581,2026-04-16,15:01:00,ML,Room_ML,DEV_PROXY_10,30.49992136070397,78.00073512090275,Present,Proxy
STU1097,2026-04-02,14:01:00,Science,Room_Science,DEV_PROXY_14,30.499640828142663,77.99928096671215,Present,Proxy
STU0745,2026-04-13,15:02:00,Physics,Room_Physics,DEV_PROXY_12,30.50156389231776,77.99899347567039,Present,Proxy
STU1171,2026-04-19,15:01:00,History,Room_History,DEV_PROXY_11,30.499616141182372,78.00110296307194,Present,Proxy
STU1250,2026-04-13,10:00:00,Science,Room_Science,DEV_PROXY_20,30.496908724340276,77.99863897289617,Present,Proxy
STU0329,2026-04-02,09:01:00,Chemistry,Room_Chemistry,DEV_PROXY_9,30.500614775145202,78.00031114184758,Present,Proxy
STU0046,2026-04-09,09:00:00,CS,Room_CS,DEV_PROXY_20,30.499897114500413,78.00019661928225,Present,Proxy
STU0835,2026-04-07,11:00:00,History,Room_History,DEV_PROXY_13,30.49899977712811,77.9995922197612,Present,Proxy
STU0837,2026-04-21,11:01:00,Math,Room_Math,DEV_PROXY_12,30.500094207967827,77.99925479746433,Present,Proxy
STU0983,2026-04-18,14:01:00,English,Room_English,DEV_PROXY_20,30.50081726625906,77.99885397411431,Present,Proxy
STU1330,2026-04-20,10:02:00,Math,Room_Math,DEV_PROXY_4,30.499192809195545,77.9996502014469,Present,Proxy
STU0782,2026-04-06,15:00:00,CN,Room_CN,DEV_PROXY_9,30.49825073670858,77.99950431583785,Present,Proxy
STU0812,2026-04-03,11:01:00,English,Room_English,DEV_PROXY_18,30.50119438127967,78.00014870516426,Present,Proxy
STU0863,2026-04-21,15:02:00,Math,Room_Math,DEV_PROXY_6,30.49869073048288,78.0006280019477,Present,Proxy
STU1320,2026-04-08,12:01:00,CS,Room_CS,DEV_PROXY_8,30.501096967606564,78.00048271849539,Present,Proxy
STU1043,2026-04-09,09:02:00,History,Room_History,DEV_PROXY_13,30.501021099977038,78.00131995652899,Present,Proxy
STU0686,2026-04-07,15:00:00,Math,Room_Math,DEV_PROXY_17,30.500548537848218,77.99820375023096,Present,Proxy
STU0868,2026-04-14,14:02:00,English,Room_English,DEV_PROXY_5,30.49890606122566,78.00008915601562,Present,Proxy
STU1248,2026-04-15,09:00:00,Python,Room_Python,DEV_PROXY_20,30.49976420930893,77.99914474119996,Present,Proxy
STU1347,2026-04-10,10:02:00,Science,Room_Science,DEV_PROXY_18,30.501009746570844,77.99855617846936,Present,Proxy
STU0352,2026-04-13,11:00:00,Math,Room_Math,DEV_PROXY_16,30.4999309530524,77.99888956146765,Present,Proxy
STU1034,2026-04-14,12:01:00,Physics,Room_Physics,DEV_PROXY_5,30.500619236561494,78.00038511217812,Present,Proxy
STU0117,2026-04-07,14:01:00,English,Room_English,DEV_PROXY_2,30.499934098051018,77.99951630353729,Present,Proxy
STU0925,2026-04-28,10:02:00,CN,Room_CN,DEV_PROXY_8,30.5003191440006,77.99972063191944,Present,Proxy
STU1366,2026-04-21,09:01:00,Python,Room_Python,DEV_PROXY_18,30.4993099980242,78.00048836467222,Present,Proxy
STU0419,2026-04-15,10:00:00,Math,Room_Math,DEV_PROXY_1,30.499926445050367,77.999167552686,Present,Proxy
STU0585,2026-04-26,10:00:00,History,Room_History,DEV_PROXY_6,30.499275600623303,78.00020187604851,Present,Proxy
STU1093,2026-04-01,15:01:00,Physics,Room_Physics,DEV_PROXY_15,30.498651564287222,78.00231978422579,Present,Proxy
STU0153,2026-04-02,12:01:00,CS,Room_CS,DEV_PROXY_7,30.50249692444333,77.99920167032519,Present,Proxy
STU0569,2026-04-25,15:00:00,Science,Room_Science,DEV_PROXY_17,30.49881295458075,78.00086736125773,Present,Proxy
STU0060,2026-04-05,10:02:00,Physics,Room_Physics,DEV_PROXY_6,30.499452904184256,77.99973127602593,Present,Proxy
STU1259,2026-04-08,15:00:00,History,Room_History,DEV_PROXY_15,30.49954566831662,77.99897246337632,Present,Proxy
STU0968,2026-04-10,15:02:00,History,Room_History,DEV_PROXY_7,30.500775126445745,77.99908654907178,Present,Proxy
STU1490,2026-04-08,10:01:00,Chemistry,Room_Chemistry,DEV_PROXY_16,30.49970752110454,77.99886017380487,Present,Proxy
STU0990,2026-04-17,12:01:00,ML,Room_ML,DEV_PROXY_17,30.499837077137663,78.00080437197781,Present,Proxy
STU0585,2026-04-09,10:01:00,Python,Room_Python,DEV_PROXY_4,30.498523977462,78.00172588534245,Present,Proxy
STU0066,2026-04-10,09:01:00,ML,Room_ML,DEV_PROXY_6,30.500876871770654,77.99862562187973,Present,Proxy
STU1139,2026-04-09,11:01:00,CS,Room_CS,DEV_PROXY_5,30.498950061915412,77.99997640737124,Present,Proxy
STU0438,2026-04-01,12:02:00,CS,Room_CS,DEV_PROXY_4,30.49996260100843,77.99995981364053,Present,Proxy
STU0180,2026-04-22,10:02:00,Physics,Room_Physics,DEV_PROXY_12,30.501468375968418,77.99903500937778,Present,Proxy
STU0553,2026-04-08,09:01:00,CS,Room_CS,DEV_PROXY_4,30.499638293381718,78.00045763664704,Present,Proxy
STU0628,2026-04-07,10:00:00,CN,Room_CN,DEV_PROXY_19,30.499253135490452,78.00074141287591,Present,Proxy
STU0208,2026-04-26,11:01:00,Math,Room_Math,DEV_PROXY_18,30.500093765030712,78.00152302733298,Present,Proxy
STU1119,2026-04-23,10:01:00,ML,Room_ML,DEV_PROXY_12,30.499893472372687,77.999911979918,Present,Proxy
STU1172,2026-04-19,15:02:00,Science,Room_Science,DEV_PROXY_11,30.499819313978225,78.00067349504496,Present,Proxy
STU0078,2026-04-12,09:00:00,Chemistry,Room_Chemistry,DEV_PROXY_15,30.4990688466952,78.00003525994198,Present,Proxy
STU0753,2026-04-18,11:01:00,ML,Room_ML,DEV_PROXY_4,30.49938024806835,77.99989920413918,Present,Proxy
STU0342,2026-04-05,11:01:00,Biology,Room_Biology,DEV_PROXY_15,30.500032881948968,78.00005171778281,Present,Proxy
STU0864,2026-04-23,14:00:00,Chemistry,Room_Chemistry,DEV_PROXY_16,30.50099392214663,78.00105295804501,Present,Proxy
STU0797,2026-04-17,14:01:00,English,Room_English,DEV_PROXY_14,30.500503604741038,77.99960911794231,Present,Proxy
STU0018,2026-04-01,11:02:00,ML,Room_ML,DEV_PROXY_15,30.500484896678987,78.00003169332834,Present,Proxy
STU0340,2026-04-18,11:00:00,Science,Room_Science,DEV_PROXY_7,30.49955168161312,78.0018901815396,Present,Proxy
STU0050,2026-04-27,11:00:00,ML,Room_ML,DEV_PROXY_15,30.498838603452697,77.99955651804021,Present,Proxy
STU1135,2026-04-02,10:01:00,Science,Room_Science,DEV_PROXY_15,30.500373815872607,77.99845924008244,Present,Proxy
STU0630,2026-04-19,12:01:00,Chemistry,Room_Chemistry,DEV_PROXY_20,30.501316935963573,78.00003434860345,Present,Proxy
STU1415,2026-04-10,14:02:00,CN,Room_CN,DEV_PROXY_16,30.499709041105604,78.00079407705371,Present,Proxy
STU1449,2026-04-05,14:00:00,Chemistry,Room_Chemistry,DEV_PROXY_11,30.501399150904934,77.99920076679196,Present,Proxy
STU1226,2026-04-11,10:00:00,Chemistry,Room_Chemistry,DEV_PROXY_9,30.500403498590863,77.99984805054095,Present,Proxy
STU0855,2026-04-17,12:02:00,Biology,Room_Biology,DEV_PROXY_17,30.49894480628324,77.9995030114922,Present,Proxy
STU1340,2026-04-17,14:00:00,CN,Room_CN,DEV_PROXY_2,30.500504508849076,78.0002286444533,Present,Proxy
STU1378,2026-04-13,11:00:00,CS,Room_CS,DEV_PROXY_10,30.502132940195455,77.9995222547816,Present,Proxy
STU0369,2026-04-25,09:00:00,History,Room_History,DEV_PROXY_19,30.49866459162793,78.00112211780596,Present,Proxy
STU0911,2026-04-19,10:02:00,ML,Room_ML,DEV_PROXY_4,30.497917021998962,78.00297282984855,Present,Proxy
STU1018,2026-04-11,09:00:00,Chemistry,Room_Chemistry,DEV_PROXY_20,30.49937864023476,78.000106829771,Present,Proxy
STU0627,2026-04-04,09:02:00,CN,Room_CN,DEV_PROXY_2,30.501299939712926,78.00090465605736,Present,Proxy
STU1106,2026-04-23,09:02:00,Chemistry,Room_Chemistry,DEV_PROXY_4,30.499039946967073,77.99981265684337,Present,Proxy
STU0580,2026-04-09,14:01:00,Math,Room_Math,DEV_PROXY_14,30.5002407868786,78.00002726789677,Present,Proxy
STU0809,2026-04-25,14:01:00,CN,Room_CN,DEV_PROXY_4,30.499959299476846,78.00009867463325,Present,Proxy
